heat_no,grade,width_mm,thickness_mm,stage,enter_time,start_time,proc_end_time,exit_time,equipment,reason_code,due_date
H0095,API5L,1250,271,lf_wait,2026-06-02 15:00:39.085281377,2026-06-02 15:00:39.085281377,2026-06-02 15:07:26.591016281,2026-06-02 15:07:26.591016281,LF_WAIT-3,,2026-06-03 00:32:07.727599358
H0095,API5L,1250,271,rh,2026-06-02 15:07:26.591016281,2026-06-02 15:11:46.047650341,2026-06-02 15:36:51.713424139,2026-06-02 15:36:51.713424139,RH-1,,2026-06-03 00:32:07.727599358
H0095,API5L,1250,271,tundish,2026-06-02 15:36:51.713424139,2026-06-02 15:36:51.713424139,2026-06-02 15:43:18.423637133,2026-06-02 15:53:22.552678080,TUNDISH-1,,2026-06-03 00:32:07.727599358
H0095,API5L,1250,271,mold,2026-06-02 15:53:22.552678080,2026-06-02 15:53:22.552678080,2026-06-02 16:11:11.461469234,2026-06-02 16:11:11.461469234,MOLD-1,폭변경셋업,2026-06-03 00:32:07.727599358
H0095,API5L,1250,271,cooling,2026-06-02 16:11:11.461469234,2026-06-02 16:11:11.461469234,2026-06-02 16:30:24.119928092,2026-06-02 16:30:24.119928092,COOLING-4,,2026-06-03 00:32:07.727599358
H0095,API5L,1250,271,yard,2026-06-02 16:30:24.119928092,2026-06-02 16:30:24.119928092,2026-06-02 16:36:26.932601704,2026-06-02 16:36:26.932601704,YARD-1,,2026-06-03 00:32:07.727599358
H0096,API5L,1050,237,ld,2026-06-02 15:13:10.095956839,2026-06-02 15:13:10.095956839,2026-06-02 15:18:27.476195624,2026-06-02 15:18:27.476195624,LD-1,,2026-06-03 00:57:04.872258710
H0096,API5L,1050,237,lf_wait,2026-06-02 15:18:27.476195624,2026-06-02 15:18:27.476195624,2026-06-02 15:25:07.936170903,2026-06-02 15:25:07.936170903,LF_WAIT-2,,2026-06-03 00:57:04.872258710
H0096,API5L,1050,237,rh,2026-06-02 15:25:07.936170903,2026-06-02 15:36:51.713424139,2026-06-02 15:59:18.969825591,2026-06-02 15:59:18.969825591,RH-1,,2026-06-03 00:57:04.872258710
H0096,API5L,1050,237,tundish,2026-06-02 15:59:18.969825591,2026-06-02 15:59:18.969825591,2026-06-02 16:05:04.012937558,2026-06-02 16:11:11.461469234,TUNDISH-1,,2026-06-03 00:57:04.872258710
H0096,API5L,1050,237,mold,2026-06-02 16:11:11.461469234,2026-06-02 16:11:11.461469234,2026-06-02 16:22:41.688451645,2026-06-02 16:22:41.688451645,MOLD-1,,2026-06-03 00:57:04.872258710
H0096,API5L,1050,237,cooling,2026-06-02 16:22:41.688451645,2026-06-02 16:22:41.688451645,2026-06-02 16:43:19.753353574,2026-06-02 16:43:19.753353574,COOLING-3,,2026-06-03 00:57:04.872258710
H0096,API5L,1050,237,yard,2026-06-02 16:43:19.753353574,2026-06-02 16:43:19.753353574,2026-06-02 16:48:33.063575487,2026-06-02 16:48:33.063575487,YARD-1,,2026-06-03 00:57:04.872258710
H0097,SUS304,1050,206,ld,2026-06-02 15:34:24.047510170,2026-06-02 15:34:24.047510170,2026-06-02 15:40:38.073672783,2026-06-02 15:40:38.073672783,LD-1,,2026-06-02 21:33:18.389777496
H0097,SUS304,1050,206,lf_wait,2026-06-02 15:40:38.073672783,2026-06-02 15:40:38.073672783,2026-06-02 15:46:03.868925707,2026-06-02 15:46:03.868925707,LF_WAIT-1,,2026-06-02 21:33:18.389777496
H0097,SUS304,1050,206,lf,2026-06-02 15:46:03.868925707,2026-06-02 15:46:03.868925707,2026-06-02 16:08:24.326353218,2026-06-02 16:08:24.326353218,LF-1,,2026-06-02 21:33:18.389777496
H0097,SUS304,1050,206,tundish,2026-06-02 16:08:24.326353218,2026-06-02 16:11:11.461469234,2026-06-02 16:17:51.478032102,2026-06-02 16:22:41.688451645,TUNDISH-1,,2026-06-02 21:33:18.389777496
H0097,SUS304,1050,206,mold,2026-06-02 16:22:41.688451645,2026-06-02 16:22:41.688451645,2026-06-02 16:45:04.883878297,2026-06-02 16:45:04.883878297,MOLD-1,강종전환셋업,2026-06-02 21:33:18.389777496
H0097,SUS304,1050,206,cooling,2026-06-02 16:45:04.883878297,2026-06-02 16:45:04.883878297,2026-06-02 17:02:26.973734524,2026-06-02 17:02:26.973734524,COOLING-1,,2026-06-02 21:33:18.389777496
H0097,SUS304,1050,206,yard,2026-06-02 17:02:26.973734524,2026-06-02 17:02:26.973734524,2026-06-02 17:07:41.493146942,2026-06-02 17:07:41.493146942,YARD-1,,2026-06-02 21:33:18.389777496
H0098,SS400,1050,268,ld,2026-06-02 15:57:57.284765344,2026-06-02 15:57:57.284765344,2026-06-02 16:03:08.655712850,2026-06-02 16:03:08.655712850,LD-1,,2026-06-03 01:04:04.479759376
H0098,SS400,1050,268,lf_wait,2026-06-02 16:03:08.655712850,2026-06-02 16:03:08.655712850,2026-06-02 16:09:14.831150293,2026-06-02 16:09:14.831150293,LF_WAIT-3,,2026-06-03 01:04:04.479759376
H0098,SS400,1050,268,tundish,2026-06-02 16:09:14.831150293,2026-06-02 16:22:41.688451645,2026-06-02 16:52:15.100569643,2026-06-02 16:52:15.100569643,TUNDISH-1,크레인대기,2026-06-03 01:04:04.479759376
H0098,SS400,1050,268,mold,2026-06-02 16:52:15.100569643,2026-06-02 16:52:15.100569643,2026-06-02 17:13:50.399472155,2026-06-02 17:13:50.399472155,MOLD-1,강종전환셋업,2026-06-03 01:04:04.479759376
H0098,SS400,1050,268,cooling,2026-06-02 17:13:50.399472155,2026-06-02 17:13:50.399472155,2026-06-02 17:44:17.809260749,2026-06-02 17:44:17.809260749,COOLING-2,설비점검,2026-06-03 01:04:04.479759376
H0098,SS400,1050,268,yard,2026-06-02 17:44:17.809260749,2026-06-02 17:44:17.809260749,2026-06-02 17:51:37.506758575,2026-06-02 17:51:37.506758575,YARD-1,,2026-06-03 01:04:04.479759376
H0099,SS400,1550,269,ld,2026-06-02 16:18:05.836448360,2026-06-02 16:18:05.836448360,2026-06-02 16:23:31.161240585,2026-06-02 16:23:31.161240585,LD-1,,2026-06-03 01:38:13.851665790
H0099,SS400,1550,269,lf_wait,2026-06-02 16:23:31.161240585,2026-06-02 16:23:31.161240585,2026-06-02 16:29:16.449780320,2026-06-02 16:29:16.449780320,LF_WAIT-2,,2026-06-03 01:38:13.851665790
H0099,SS400,1550,269,tundish,2026-06-02 16:29:16.449780320,2026-06-02 16:52:15.100569643,2026-06-02 16:58:08.719079586,2026-06-02 17:13:50.399472155,TUNDISH-1,,2026-06-03 01:38:13.851665790
H0099,SS400,1550,269,mold,2026-06-02 17:13:50.399472155,2026-06-02 17:13:50.399472155,2026-06-02 17:46:45.423634249,2026-06-02 17:46:45.423634249,MOLD-1,폭변경셋업,2026-06-03 01:38:13.851665790
H0099,SS400,1550,269,cooling,2026-06-02 17:46:45.423634249,2026-06-02 17:46:45.423634249,2026-06-02 18:04:10.874113557,2026-06-02 18:04:10.874113557,COOLING-4,,2026-06-03 01:38:13.851665790
H0099,SS400,1550,269,yard,2026-06-02 18:04:10.874113557,2026-06-02 18:04:10.874113557,2026-06-02 18:09:44.689338988,2026-06-02 18:09:44.689338988,YARD-1,,2026-06-03 01:38:13.851665790
H0100,SS400,1450,254,ld,2026-06-02 16:39:03.667358150,2026-06-02 16:39:03.667358150,2026-06-02 16:45:46.040201041,2026-06-02 16:45:46.040201041,LD-1,,2026-06-02 21:10:17.203186874
H0100,SS400,1450,254,lf_wait,2026-06-02 16:45:46.040201041,2026-06-02 16:45:46.040201041,2026-06-02 16:51:12.288311132,2026-06-02 16:51:12.288311132,LF_WAIT-1,,2026-06-02 21:10:17.203186874
H0100,SS400,1450,254,tundish,2026-06-02 16:51:12.288311132,2026-06-02 17:13:50.399472155,2026-06-02 17:19:32.118252203,2026-06-02 17:46:45.423634249,TUNDISH-1,,2026-06-02 21:10:17.203186874
H0100,SS400,1450,254,mold,2026-06-02 17:46:45.423634249,2026-06-02 17:46:45.423634249,2026-06-02 17:58:05.253755055,2026-06-02 17:58:05.253755055,MOLD-1,,2026-06-02 21:10:17.203186874
H0100,SS400,1450,254,cooling,2026-06-02 17:58:05.253755055,2026-06-02 17:58:05.253755055,2026-06-02 18:20:15.396798441,2026-06-02 18:20:15.396798441,COOLING-3,,2026-06-02 21:10:17.203186874
H0100,SS400,1450,254,yard,2026-06-02 18:20:15.396798441,2026-06-02 18:20:15.396798441,2026-06-02 18:46:12.248916942,2026-06-02 18:46:12.248916942,YARD-1,래들지연,2026-06-02 21:10:17.203186874
H0101,SUS304,1000,259,ld,2026-06-02 16:59:13.633522080,2026-06-02 16:59:13.633522080,2026-06-02 17:05:31.996469938,2026-06-02 17:05:31.996469938,LD-1,,2026-06-02 23:25:10.632362197
H0101,SUS304,1000,259,lf_wait,2026-06-02 17:05:31.996469938,2026-06-02 17:05:31.996469938,2026-06-02 17:12:19.308682992,2026-06-02 17:12:19.308682992,LF_WAIT-3,,2026-06-02 23:25:10.632362197
H0101,SUS304,1000,259,lf,2026-06-02 17:12:19.308682992,2026-06-02 17:12:19.308682992,2026-06-02 17:28:28.032285196,2026-06-02 17:28:28.032285196,LF-1,,2026-06-02 23:25:10.632362197
H0101,SUS304,1000,259,tundish,2026-06-02 17:28:28.032285196,2026-06-02 17:46:45.423634249,2026-06-02 17:52:33.909048671,2026-06-02 17:58:05.253755055,TUNDISH-1,,2026-06-02 23:25:10.632362197
H0101,SUS304,1000,259,mold,2026-06-02 17:58:05.253755055,2026-06-02 17:58:05.253755055,2026-06-02 18:16:08.447553715,2026-06-02 18:16:08.447553715,MOLD-1,강종전환셋업,2026-06-02 23:25:10.632362197
H0101,SUS304,1000,259,cooling,2026-06-02 18:16:08.447553715,2026-06-02 18:16:08.447553715,2026-06-02 18:36:49.469003364,2026-06-02 18:36:49.469003364,COOLING-1,,2026-06-02 23:25:10.632362197
H0101,SUS304,1000,259,yard,2026-06-02 18:36:49.469003364,2026-06-02 18:36:49.469003364,2026-06-02 18:42:55.350771986,2026-06-02 18:42:55.350771986,YARD-1,,2026-06-02 23:25:10.632362197
H0102,SS400,1500,285,ld,2026-06-02 17:22:18.144842180,2026-06-02 17:22:18.144842180,2026-06-02 17:29:02.114078648,2026-06-02 17:29:02.114078648,LD-1,,2026-06-03 01:56:34.312633555
H0102,SS400,1500,285,lf_wait,2026-06-02 17:29:02.114078648,2026-06-02 17:29:02.114078648,2026-06-02 17:36:01.495457982,2026-06-02 17:36:01.495457982,LF_WAIT-2,,2026-06-03 01:56:34.312633555
H0102,SS400,1500,285,tundish,2026-06-02 17:36:01.495457982,2026-06-02 17:58:05.253755055,2026-06-02 18:04:27.310684921,2026-06-02 18:16:08.447553715,TUNDISH-1,,2026-06-03 01:56:34.312633555
H0102,SS400,1500,285,mold,2026-06-02 18:16:08.447553715,2026-06-02 18:16:08.447553715,2026-06-02 18:37:25.009194221,2026-06-02 18:37:25.009194221,MOLD-1,강종전환셋업,2026-06-03 01:56:34.312633555
H0102,SS400,1500,285,cooling,2026-06-02 18:37:25.009194221,2026-06-02 18:37:25.009194221,2026-06-02 18:59:13.056879444,2026-06-02 18:59:13.056879444,COOLING-2,,2026-06-03 01:56:34.312633555
H0102,SS400,1500,285,yard,2026-06-02 18:59:13.056879444,2026-06-02 18:59:13.056879444,2026-06-02 19:05:36.335942233,2026-06-02 19:05:36.335942233,YARD-1,,2026-06-03 01:56:34.312633555
H0103,API5L,1450,214,ld,2026-06-02 17:42:43.270857105,2026-06-02 17:42:43.270857105,2026-06-02 17:48:59.662084328,2026-06-02 17:48:59.662084328,LD-1,,2026-06-03 02:00:48.698926607
H0103,API5L,1450,214,lf_wait,2026-06-02 17:48:59.662084328,2026-06-02 17:48:59.662084328,2026-06-02 17:55:09.811592002,2026-06-02 17:55:09.811592002,LF_WAIT-1,,2026-06-03 02:00:48.698926607
H0103,API5L,1450,214,rh,2026-06-02 17:55:09.811592002,2026-06-02 17:55:09.811592002,2026-06-02 18:16:49.811531738,2026-06-02 18:16:49.811531738,RH-1,,2026-06-03 02:00:48.698926607
H0103,API5L,1450,214,tundish,2026-06-02 18:16:49.811531738,2026-06-02 18:16:49.811531738,2026-06-02 18:23:17.014742392,2026-06-02 18:37:25.009194221,TUNDISH-1,,2026-06-03 02:00:48.698926607
H0103,API5L,1450,214,mold,2026-06-02 18:37:25.009194221,2026-06-02 18:37:25.009194221,2026-06-02 19:11:01.253701843,2026-06-02 19:11:01.253701843,MOLD-1,강종전환셋업,2026-06-03 02:00:48.698926607
H0103,API5L,1450,214,cooling,2026-06-02 19:11:01.253701843,2026-06-02 19:11:01.253701843,2026-06-02 19:26:20.556385570,2026-06-02 19:26:20.556385570,COOLING-4,,2026-06-03 02:00:48.698926607
H0103,API5L,1450,214,yard,2026-06-02 19:26:20.556385570,2026-06-02 19:26:20.556385570,2026-06-02 19:31:37.072637301,2026-06-02 19:31:37.072637301,YARD-1,,2026-06-03 02:00:48.698926607
H0104,SS400,1500,207,ld,2026-06-02 18:04:44.299871732,2026-06-02 18:04:44.299871732,2026-06-02 18:27:01.807827279,2026-06-02 18:27:01.807827279,LD-1,래들지연,2026-06-02 22:29:35.113428794
H0104,SS400,1500,207,lf_wait,2026-06-02 18:27:01.807827279,2026-06-02 18:27:01.807827279,2026-06-02 18:33:58.087013620,2026-06-02 18:33:58.087013620,LF_WAIT-3,,2026-06-02 22:29:35.113428794
H0104,SS400,1500,207,tundish,2026-06-02 18:33:58.087013620,2026-06-02 18:37:25.009194221,2026-06-02 18:44:04.016032026,2026-06-02 19:11:01.253701843,TUNDISH-1,,2026-06-02 22:29:35.113428794
H0104,SS400,1500,207,mold,2026-06-02 19:11:01.253701843,2026-06-02 19:11:01.253701843,2026-06-02 19:34:16.889065020,2026-06-02 19:34:16.889065020,MOLD-1,강종전환셋업,2026-06-02 22:29:35.113428794
H0104,SS400,1500,207,cooling,2026-06-02 19:34:16.889065020,2026-06-02 19:34:16.889065020,2026-06-02 19:56:06.612543598,2026-06-02 19:56:06.612543598,COOLING-3,,2026-06-02 22:29:35.113428794
H0104,SS400,1500,207,yard,2026-06-02 19:56:06.612543598,2026-06-02 19:56:06.612543598,2026-06-02 20:02:50.925714588,2026-06-02 20:02:50.925714588,YARD-1,,2026-06-02 22:29:35.113428794
H0105,SS400,1550,244,ld,2026-06-02 18:22:28.471960148,2026-06-02 18:22:28.471960148,2026-06-02 18:28:31.072403124,2026-06-02 18:28:31.072403124,LD-1,,2026-06-03 04:19:53.962323423
H0105,SS400,1550,244,lf_wait,2026-06-02 18:28:31.072403124,2026-06-02 18:28:31.072403124,2026-06-02 18:35:58.008713415,2026-06-02 18:35:58.008713415,LF_WAIT-2,,2026-06-03 04:19:53.962323423
H0105,SS400,1550,244,tundish,2026-06-02 18:35:58.008713415,2026-06-02 19:11:01.253701843,2026-06-02 19:17:56.143537582,2026-06-02 19:34:16.889065020,TUNDISH-1,,2026-06-03 04:19:53.962323423
H0105,SS400,1550,244,mold,2026-06-02 19:34:16.889065020,2026-06-02 19:34:16.889065020,2026-06-02 19:46:42.234188564,2026-06-02 19:46:42.234188564,MOLD-1,,2026-06-03 04:19:53.962323423
H0105,SS400,1550,244,cooling,2026-06-02 19:46:42.234188564,2026-06-02 19:46:42.234188564,2026-06-02 20:05:03.457497408,2026-06-02 20:05:03.457497408,COOLING-1,,2026-06-03 04:19:53.962323423
H0105,SS400,1550,244,yard,2026-06-02 20:05:03.457497408,2026-06-02 20:05:03.457497408,2026-06-02 20:10:42.529123025,2026-06-02 20:10:42.529123025,YARD-1,,2026-06-03 04:19:53.962323423
H0106,SUS304,1050,292,ld,2026-06-02 18:46:03.717583023,2026-06-02 18:46:03.717583023,2026-06-02 18:52:44.786049778,2026-06-02 18:52:44.786049778,LD-1,,2026-06-02 22:57:39.611585078
H0106,SUS304,1050,292,lf_wait,2026-06-02 18:52:44.786049778,2026-06-02 18:52:44.786049778,2026-06-02 19:00:05.604311753,2026-06-02 19:00:05.604311753,LF_WAIT-1,,2026-06-02 22:57:39.611585078
H0106,SUS304,1050,292,lf,2026-06-02 19:00:05.604311753,2026-06-02 19:00:05.604311753,2026-06-02 19:17:07.572150822,2026-06-02 19:17:07.572150822,LF-1,,2026-06-02 22:57:39.611585078
H0106,SUS304,1050,292,tundish,2026-06-02 19:17:07.572150822,2026-06-02 19:34:16.889065020,2026-06-02 19:40:48.417022257,2026-06-02 19:46:42.234188564,TUNDISH-1,,2026-06-02 22:57:39.611585078
H0106,SUS304,1050,292,mold,2026-06-02 19:46:42.234188564,2026-06-02 19:46:42.234188564,2026-06-02 20:11:21.773466386,2026-06-02 20:11:21.773466386,MOLD-1,강종전환셋업,2026-06-02 22:57:39.611585078
H0106,SUS304,1050,292,cooling,2026-06-02 20:11:21.773466386,2026-06-02 20:11:21.773466386,2026-06-02 20:26:58.883733770,2026-06-02 20:26:58.883733770,COOLING-2,,2026-06-02 22:57:39.611585078
H0106,SUS304,1050,292,yard,2026-06-02 20:26:58.883733770,2026-06-02 20:26:58.883733770,2026-06-02 20:33:22.609146252,2026-06-02 20:33:22.609146252,YARD-1,,2026-06-02 22:57:39.611585078
H0107,API5L,1050,264,ld,2026-06-02 19:07:58.436025898,2026-06-02 19:07:58.436025898,2026-06-02 19:15:16.397198667,2026-06-02 19:15:16.397198667,LD-1,,2026-06-03 00:32:16.324796157
H0107,API5L,1050,264,lf_wait,2026-06-02 19:15:16.397198667,2026-06-02 19:15:16.397198667,2026-06-02 19:21:45.553571974,2026-06-02 19:21:45.553571974,LF_WAIT-3,,2026-06-03 00:32:16.324796157
H0107,API5L,1050,264,rh,2026-06-02 19:21:45.553571974,2026-06-02 19:21:45.553571974,2026-06-02 19:50:00.941885689,2026-06-02 19:50:00.941885689,RH-1,,2026-06-03 00:32:16.324796157
H0107,API5L,1050,264,tundish,2026-06-02 19:50:00.941885689,2026-06-02 19:50:00.941885689,2026-06-02 19:57:13.123084082,2026-06-02 20:11:21.773466386,TUNDISH-1,,2026-06-03 00:32:16.324796157
H0107,API5L,1050,264,mold,2026-06-02 20:11:21.773466386,2026-06-02 20:11:21.773466386,2026-06-02 20:32:32.775444335,2026-06-02 20:32:32.775444335,MOLD-1,강종전환셋업,2026-06-03 00:32:16.324796157
H0107,API5L,1050,264,cooling,2026-06-02 20:32:32.775444335,2026-06-02 20:32:32.775444335,2026-06-02 20:51:51.277671356,2026-06-02 20:51:51.277671356,COOLING-4,,2026-06-03 00:32:16.324796157
H0107,API5L,1050,264,yard,2026-06-02 20:51:51.277671356,2026-06-02 20:51:51.277671356,2026-06-02 20:58:43.148215098,2026-06-02 20:58:43.148215098,YARD-1,,2026-06-03 00:32:16.324796157
H0108,SS400,1500,263,ld,2026-06-02 19:25:11.252183268,2026-06-02 19:25:11.252183268,2026-06-02 19:31:49.889696672,2026-06-02 19:31:49.889696672,LD-1,,2026-06-03 01:29:10.612506356
H0108,SS400,1500,263,lf_wait,2026-06-02 19:31:49.889696672,2026-06-02 19:31:49.889696672,2026-06-02 19:38:11.412377296,2026-06-02 19:38:11.412377296,LF_WAIT-2,,2026-06-03 01:29:10.612506356
H0108,SS400,1500,263,tundish,2026-06-02 19:38:11.412377296,2026-06-02 20:11:21.773466386,2026-06-02 20:17:26.562787849,2026-06-02 20:32:32.775444335,TUNDISH-1,,2026-06-03 01:29:10.612506356
H0108,SS400,1500,263,mold,2026-06-02 20:32:32.775444335,2026-06-02 20:32:32.775444335,2026-06-02 20:52:51.386765394,2026-06-02 20:52:51.386765394,MOLD-1,강종전환셋업,2026-06-03 01:29:10.612506356
H0108,SS400,1500,263,cooling,2026-06-02 20:52:51.386765394,2026-06-02 20:52:51.386765394,2026-06-02 21:09:46.735610294,2026-06-02 21:09:46.735610294,COOLING-3,,2026-06-03 01:29:10.612506356
H0108,SS400,1500,263,yard,2026-06-02 21:09:46.735610294,2026-06-02 21:09:46.735610294,2026-06-02 21:15:13.522262173,2026-06-02 21:15:13.522262173,YARD-1,,2026-06-03 01:29:10.612506356
H0109,SUS304,1450,253,ld,2026-06-02 19:48:13.748821967,2026-06-02 19:48:13.748821967,2026-06-02 19:53:54.720448283,2026-06-02 19:53:54.720448283,LD-1,,2026-06-03 00:36:30.152244843
H0109,SUS304,1450,253,lf_wait,2026-06-02 19:53:54.720448283,2026-06-02 19:53:54.720448283,2026-06-02 20:00:33.846090905,2026-06-02 20:00:33.846090905,LF_WAIT-1,,2026-06-03 00:36:30.152244843
H0109,SUS304,1450,253,lf,2026-06-02 20:00:33.846090905,2026-06-02 20:00:33.846090905,2026-06-02 20:21:57.807713622,2026-06-02 20:21:57.807713622,LF-1,,2026-06-03 00:36:30.152244843
H0109,SUS304,1450,253,tundish,2026-06-02 20:21:57.807713622,2026-06-02 20:32:32.775444335,2026-06-02 20:39:23.115642907,2026-06-02 20:52:51.386765394,TUNDISH-1,,2026-06-03 00:36:30.152244843
H0109,SUS304,1450,253,mold,2026-06-02 20:52:51.386765394,2026-06-02 20:52:51.386765394,2026-06-02 21:14:23.225594124,2026-06-02 21:14:23.225594124,MOLD-1,강종전환셋업,2026-06-03 00:36:30.152244843
H0109,SUS304,1450,253,cooling,2026-06-02 21:14:23.225594124,2026-06-02 21:14:23.225594124,2026-06-02 21:35:58.629632191,2026-06-02 21:35:58.629632191,COOLING-1,,2026-06-03 00:36:30.152244843
H0109,SUS304,1450,253,yard,2026-06-02 21:35:58.629632191,2026-06-02 21:35:58.629632191,2026-06-02 21:42:54.313916316,2026-06-02 21:42:54.313916316,YARD-1,,2026-06-03 00:36:30.152244843
H0110,SS400,1450,226,ld,2026-06-02 20:10:28.673724365,2026-06-02 20:10:28.673724365,2026-06-02 20:41:48.387528347,2026-06-02 20:41:48.387528347,LD-1,설비점검,2026-06-03 02:10:20.702838051
H0110,SS400,1450,226,lf_wait,2026-06-02 20:41:48.387528347,2026-06-02 20:41:48.387528347,2026-06-02 20:48:41.938137100,2026-06-02 20:48:41.938137100,LF_WAIT-3,,2026-06-03 02:10:20.702838051
H0110,SS400,1450,226,tundish,2026-06-02 20:48:41.938137100,2026-06-02 20:52:51.386765394,2026-06-02 21:00:09.066312129,2026-06-02 21:14:23.225594124,TUNDISH-1,,2026-06-03 02:10:20.702838051
H0110,SS400,1450,226,mold,2026-06-02 21:14:23.225594124,2026-06-02 21:14:23.225594124,2026-06-02 21:36:20.698487454,2026-06-02 21:36:20.698487454,MOLD-1,강종전환셋업,2026-06-03 02:10:20.702838051
H0110,SS400,1450,226,cooling,2026-06-02 21:36:20.698487454,2026-06-02 21:36:20.698487454,2026-06-02 21:53:57.636171267,2026-06-02 21:53:57.636171267,COOLING-2,,2026-06-03 02:10:20.702838051
H0110,SS400,1450,226,yard,2026-06-02 21:53:57.636171267,2026-06-02 21:53:57.636171267,2026-06-02 22:00:10.776237628,2026-06-02 22:00:10.776237628,YARD-1,,2026-06-03 02:10:20.702838051
H0111,SUS304,1250,265,ld,2026-06-02 20:31:31.874868566,2026-06-02 20:31:31.874868566,2026-06-02 20:38:33.480462108,2026-06-02 20:38:33.480462108,LD-1,,2026-06-03 03:19:17.562713691
H0111,SUS304,1250,265,lf_wait,2026-06-02 20:38:33.480462108,2026-06-02 20:38:33.480462108,2026-06-02 20:45:29.155033688,2026-06-02 20:45:29.155033688,LF_WAIT-2,,2026-06-03 03:19:17.562713691
H0111,SUS304,1250,265,lf,2026-06-02 20:45:29.155033688,2026-06-02 20:45:29.155033688,2026-06-02 21:02:14.906109910,2026-06-02 21:02:14.906109910,LF-1,,2026-06-03 03:19:17.562713691
H0111,SUS304,1250,265,tundish,2026-06-02 21:02:14.906109910,2026-06-02 21:14:23.225594124,2026-06-02 21:19:35.808618633,2026-06-02 21:36:20.698487454,TUNDISH-1,,2026-06-03 03:19:17.562713691
H0111,SUS304,1250,265,mold,2026-06-02 21:36:20.698487454,2026-06-02 21:36:20.698487454,2026-06-02 21:56:12.018336884,2026-06-02 21:56:12.018336884,MOLD-1,강종전환셋업,2026-06-03 03:19:17.562713691
H0111,SUS304,1250,265,cooling,2026-06-02 21:56:12.018336884,2026-06-02 21:56:12.018336884,2026-06-02 22:15:42.320117302,2026-06-02 22:15:42.320117302,COOLING-4,,2026-06-03 03:19:17.562713691
H0111,SUS304,1250,265,yard,2026-06-02 22:15:42.320117302,2026-06-02 22:15:42.320117302,2026-06-02 22:21:30.827806703,2026-06-02 22:21:30.827806703,YARD-1,,2026-06-03 03:19:17.562713691
H0112,SUS304,1500,231,ld,2026-06-02 20:50:59.832355768,2026-06-02 20:50:59.832355768,2026-06-02 20:57:44.450267945,2026-06-02 20:57:44.450267945,LD-1,,2026-06-03 04:46:39.364423982
H0112,SUS304,1500,231,lf_wait,2026-06-02 20:57:44.450267945,2026-06-02 20:57:44.450267945,2026-06-02 21:04:48.759507260,2026-06-02 21:04:48.759507260,LF_WAIT-1,,2026-06-03 04:46:39.364423982
H0112,SUS304,1500,231,lf,2026-06-02 21:04:48.759507260,2026-06-02 21:04:48.759507260,2026-06-02 21:24:43.971511560,2026-06-02 21:24:43.971511560,LF-1,,2026-06-03 04:46:39.364423982
H0112,SUS304,1500,231,tundish,2026-06-02 21:24:43.971511560,2026-06-02 21:36:20.698487454,2026-06-02 21:41:50.924132471,2026-06-02 21:56:12.018336884,TUNDISH-1,,2026-06-03 04:46:39.364423982
H0112,SUS304,1500,231,mold,2026-06-02 21:56:12.018336884,2026-06-02 21:56:12.018336884,2026-06-02 22:13:05.642108994,2026-06-02 22:13:05.642108994,MOLD-1,폭변경셋업,2026-06-03 04:46:39.364423982
H0112,SUS304,1500,231,cooling,2026-06-02 22:13:05.642108994,2026-06-02 22:13:05.642108994,2026-06-02 22:34:59.742645341,2026-06-02 22:34:59.742645341,COOLING-3,,2026-06-03 04:46:39.364423982
H0112,SUS304,1500,231,yard,2026-06-02 22:34:59.742645341,2026-06-02 22:34:59.742645341,2026-06-02 22:41:38.163208039,2026-06-02 22:41:38.163208039,YARD-1,,2026-06-03 04:46:39.364423982
H0113,SUS304,1600,209,ld,2026-06-02 21:13:46.845146688,2026-06-02 21:13:46.845146688,2026-06-02 21:20:42.909940162,2026-06-02 21:20:42.909940162,LD-1,,2026-06-03 05:14:20.300883980
H0113,SUS304,1600,209,lf_wait,2026-06-02 21:20:42.909940162,2026-06-02 21:20:42.909940162,2026-06-02 21:27:50.236379384,2026-06-02 21:27:50.236379384,LF_WAIT-2,,2026-06-03 05:14:20.300883980
H0113,SUS304,1600,209,lf,2026-06-02 21:27:50.236379384,2026-06-02 21:27:50.236379384,2026-06-02 22:04:49.581208990,2026-06-02 22:04:49.581208990,LF-1,온도조정,2026-06-03 05:14:20.300883980
H0113,SUS304,1600,209,tundish,2026-06-02 22:04:49.581208990,2026-06-02 22:04:49.581208990,2026-06-02 22:10:04.286026113,2026-06-02 22:13:05.642108994,TUNDISH-1,,2026-06-03 05:14:20.300883980
H0113,SUS304,1600,209,mold,2026-06-02 22:13:05.642108994,2026-06-02 22:13:05.642108994,2026-06-02 22:27:46.606380670,2026-06-02 22:27:46.606380670,MOLD-1,,2026-06-03 05:14:20.300883980
H0113,SUS304,1600,209,cooling,2026-06-02 22:27:46.606380670,2026-06-02 22:27:46.606380670,2026-06-02 23:04:52.273951122,2026-06-02 23:04:52.273951122,COOLING-1,크레인대기,2026-06-03 05:14:20.300883980
H0113,SUS304,1600,209,yard,2026-06-02 23:04:52.273951122,2026-06-02 23:04:52.273951122,2026-06-02 23:09:59.980490532,2026-06-02 23:09:59.980490532,YARD-1,,2026-06-03 05:14:20.300883980
H0114,SUS304,1250,202,ld,2026-06-02 21:33:00.531847738,2026-06-02 21:33:00.531847738,2026-06-02 21:39:08.534389787,2026-06-02 21:39:08.534389787,LD-1,,2026-06-03 05:44:14.287894026
